Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
what is international drivers license,8,8,90,71,0.83,https://navan.com/resources/glossary/international-drivers-license,0,0,0.00,0.05,162000000,"[0,7,15,15,7,100,15,26,19,100,65,0]",2025-01-04,"Knowledge panel, Sitelinks, Reviews, Image, People also ask, Related searches, AI overview",informational,Organic
employee vehicle allowance,10,10,30,15,4.25,https://navan.com/resources/glossary/car-allowance,0,0,0.00,0.08,52300000,"[11,11,19,15,11,7,15,7,7,11,15,7]",2024-12-21,"Image pack, Sitelinks, Video, Featured snippet, People also ask, Related searches, Discussions and forums",informational,Organic
firm booking,7,7,70,92,0.00,https://navan.com/,0,0,0.00,0.02,46800000,"[100,100,81,63,81,45,45,45,45,63,45,45]",2024-12-20,"Sitelinks, Reviews, Related searches",navigational,Organic
what are e tickets,7,7,90,39,0.00,https://navan.com/resources/glossary/what-is-electronic-ticket,0,0,0.00,0,3140000000,"[5,7,7,7,7,10,19,10,23,7,10,7]",2024-12-15,"Knowledge panel, Reviews, Image, Video Carousel, People also ask, Related searches",informational,Organic
airline priority,6,6,30,45,0.00,https://navan.com/resources/glossary/what-is-priority-boarding,0,0,0.00,0.04,31300000,"[9,9,9,9,9,9,9,52,9,9,9,9]",2025-01-06,"Image pack, People also ask, Related searches, AI overview",informational,Organic
iata new distribution capability,6,6,40,23,7.80,https://navan.com/blog/technology-and-innovation/what-is-new-distribution-capability-explained,0,0,0.00,0.05,201000,"[29,23,29,29,29,29,29,29,11,11,11,11]",2024-12-12,"Reviews, Video, Image, People also ask, Related searches",informational,Organic
out of pocket expense,6,6,170,62,2.94,https://navan.com/resources/glossary/what-is-out-of-pocket-expense,0,0,0.00,0.01,49000000,"[43,43,43,43,53,100,81,43,34,28,53,43]",2024-12-15,"Knowledge panel, Sitelinks, Reviews, Video, Image, People also ask, Related searches, Things to know, AI overview",informational,Organic
navan office nyc,4,4,40,29,0.00,https://navan.com/,0,0,0.00,0.04,82,"[42,42,42,42,28,57,71,57,100,71,42,57]",2024-12-22,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related searches",informational,Organic
navan office nyc,8,8,40,29,0.00,https://navan.com/careers,0,0,0.00,0.04,82,"[42,42,42,42,28,57,71,57,100,71,42,57]",2024-12-22,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related searches",informational,Organic
electronic receipts,7,7,140,19,2.78,https://navan.com/resources/glossary/what-is-electronic-receipts,0,0,0.00,0.41,353000000,"[66,80,42,52,80,52,100,80,33,42,66,80]",2024-12-29,"Knowledge panel, Sitelinks, Reviews, Video, People also ask, Related searches, Things to know, AI overview",informational,Organic
wayfair okta sign in,10,10,70,39,3.81,https://navan.com/,0,0,0.00,0.03,55,"[78,78,64,100,50,35,35,35,50,35,35,35]",2024-12-16,"Reviews, Video, Ads bottom, People also ask, Related searches","navigational, transactional",Organic
cash advance que es -,10,10,30,48,0.00,https://navan.com/resources/glossary/what-is-cash-advance,0,0,0.00,0.01,488000000,"[100,22,22,22,22,44,100,44,22,0,0,0]",2024-12-11,"Knowledge panel, Sitelinks, Reviews, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
preferred traveler,10,10,110,76,1.93,https://navan.com/resources/glossary/what-is-trusted-traveler-program,0,0,0.00,0.05,47400000,"[19,26,42,26,34,65,100,26,53,65,65,19]",2024-12-30,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
what are ancillary fees,9,9,110,14,0.00,https://navan.com/uk/resources/glossary/what-is-ancillary-fees,0,0,0.00,0,17500000,"[42,52,52,100,52,0,52,42,66,52,42,33]",2024-12-28,"Image pack, Featured snippet, People also ask, Related searches",informational,Organic
what to pack for business trip,7,7,40,17,0.23,https://navan.com/blog/traveler-experience/what-to-pack-for-a-business-trip-in-the-u-s,0,0,0.00,0.23,261000000,"[7,7,35,50,21,50,35,21,28,28,50,50]",2025-01-02,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
frequent flier numbers,7,7,30,22,4.90,https://navan.com/resources/glossary/frequent-flyer-number,0,0,0.00,0.01,11300000,"[0,0,0,0,100,0,0,0,0,0,0,0]",2024-12-26,"Sitelinks, Video, Featured snippet, People also ask, Related searches",informational,Organic
navan ceo,9,9,50,38,0.00,https://navan.com/blog/travel-management-101/navan-ceo-ariel-cohen-on-stage-at-the-skift-global-forum,0,0,0.00,0.05,179000,"[0,19,0,0,52,42,42,0,4,0,100,4]",2025-01-03,"Reviews, Video, Featured snippet, People also ask, Related searches",informational,Organic
categoriztion,9,9,90,34,0.00,https://navan.com/resources/glossary/what-is-categorization,0,0,0.00,0,191000000,"[0,0,0,0,100,0,0,0,0,0,0,0]",2024-12-14,"Instant answer, Image pack, Video, People also ask, Related searches",informational,Organic
what is a itemized receipt,9,9,40,15,2.17,https://navan.com/blog/insights-trends/what-is-an-itemized-receipt,0,0,0.00,0.04,3080000,"[11,11,11,11,29,17,11,23,64,11,64,11]",2024-12-31,"Reviews, Featured snippet, People also ask, Related searches",informational,Organic
isle seats,9,9,140,27,0.00,https://navan.com/resources/glossary/what-is-aisle-seat,0,0,0.00,0,20500000,"[29,4,19,15,19,15,19,12,5,1,15,100]",2024-12-21,"Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related searches",informational,Organic
travel booking tools,8,8,30,75,16.06,https://navan.com/,0,0,0.00,0.61,59,"[18,18,18,18,18,18,27,18,18,18,27,100]",2024-12-16,"Sitelinks, Reviews, Related searches",commercial,Organic
international a license,10,10,50,68,1.24,https://navan.com/resources/glossary/international-drivers-license,0,0,0.00,0.36,1350000000,"[22,22,22,55,100,55,55,77,55,55,44,55]",2024-12-26,"Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
claimed expenses,6,6,40,24,6.03,https://navan.com/resources/glossary/what-is-expense-claim,0,0,0.00,0.04,211000000,"[100,100,0,0,0,0,0,0,0,52,29,0]",2024-12-19,"Image pack, Featured snippet, People also ask, Related searches, AI overview",informational,Organic
travelportal,9,9,40,23,3.49,https://navan.com/uk/resources/glossary/what-is-travel-portal,0,0,0.00,0.23,2350000,"[9,9,9,42,66,0,0,0,80,0,0,0]",2024-12-23,"Sitelinks, Reviews, People also ask, Related searches, See results about",commercial,Organic
what is a leisure trip,6,6,90,23,0.00,https://navan.com/blog/traveler-experience/what-is-the-difference-between-leisure-and-business-travel,0,0,0.00,0,431000000,"[64,29,41,29,64,41,52,52,52,41,41,52]",2024-12-23,"Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
brex card login,6,6,70,16,3.06,https://navan.com/about/press/brex-and-navan-partner-to-launch-next-generation-travel-management-and-card,0,0,0.00,0.19,397000,"[23,23,42,33,33,42,33,23,33,33,33,33]",2024-12-24,"Sitelinks, Reviews, Video, Ads top, Ads bottom, People also ask, Related searches","navigational, transactional",Organic
why do they call it a red eye flight,9,9,70,11,0.00,https://navan.com/resources/glossary/what-is-red-eye-flight,0,0,0.00,0,248000000,"[18,18,100,81,18,18,81,100,100,18,100,18]",2025-01-03,"Image pack, Sitelinks, Reviews, Video, Featured snippet, Image, People also ask, Related searches, Discussions and forums",informational,Organic
real-time reporting,9,9,50,35,8.91,https://navan.com/resources/glossary/what-is-real-time-reporting,0,0,0.00,0.05,1290000000,"[0,0,0,0,81,9,3,3,100,12,3,6]",2024-12-17,"Image pack, Reviews, Video, Featured snippet, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
navan phone number,5,5,90,11,0.00,https://navan.com/,0,0,0.00,0,60,"[42,42,100,66,42,66,42,33,33,23,23,14]",2024-12-27,"Sitelinks, Related searches","navigational, transactional",Organic
navan phone number,7,7,90,11,0.00,https://navan.com/resources/customer-resources,0,0,0.00,0,60,"[42,42,100,66,42,66,42,33,33,23,23,14]",2024-12-27,"Sitelinks, Related searches","navigational, transactional",Organic
navan phone number,8,8,90,11,0.00,https://navan.com/global-operations-and-service-team,0,0,0.00,0,60,"[42,42,100,66,42,66,42,33,33,23,23,14]",2024-12-27,"Sitelinks, Related searches","navigational, transactional",Organic
small business hotel discounts,4,4,40,39,77.95,https://navan.com/blog/cost-savings/corporate-hotel-discounts-for-small-businesses,0,0,0.00,0.34,44000000,"[11,29,29,29,11,11,17,11,41,11,41,17]",2024-12-20,"Sitelinks, Reviews, People also ask, Related searches, AI overview",commercial,Organic
fiscal year begin,9,9,50,45,0.00,https://navan.com/resources/glossary/what-is-fiscal-year,0,0,0.00,0,178000000,"[14,14,14,14,14,14,14,64,78,78,78,50]",2024-12-12,"Sitelinks, Video, Featured snippet, People also ask, Related searches",informational,Organic
small business travel expenses,6,6,30,46,11.44,https://navan.com/blog/insights-trends/business-travel-expenses-list,0,0,0.00,0.07,189000000,"[7,7,7,7,15,11,11,11,15,7,7,7]",2024-12-16,"Sitelinks, Reviews, Video, People also ask, Related searches, Discussions and forums",informational,Organic
navan canada,8,8,50,36,0.00,https://navan.com/careers,0,0,0.00,0,1680000,"[64,52,29,23,23,23,29,29,29,29,52,11]",2024-12-25,"Knowledge panel, Sitelinks, Reviews, Video, Image, People also ask, Related searches, Things to know",navigational,Organic
navan canada,9,9,50,36,0.00,https://navan.com/product/business-travel,0,0,0.00,0,1680000,"[64,52,29,23,23,23,29,29,29,29,52,11]",2024-12-25,"Knowledge panel, Sitelinks, Reviews, Video, Image, People also ask, Related searches, Things to know",navigational,Organic
agreement to rent a car,8,8,70,32,1.41,https://navan.com/resources/glossary/car-rental-agreement,0,0,0.00,0.99,77400000,"[100,100,100,100,100,64,0,0,0,0,0,0]",2024-12-14,"Sitelinks, Reviews, People also ask, Related searches",informational,Organic
ramp vs navan,2,2,30,11,30.11,https://navan.com/resources/compare/navan-vs-ramp,0,0,0.00,0.52,53,"[18,18,18,18,18,18,18,81,18,18,18,18]",2024-12-15,"Image pack, Reviews, Ads top, Related searches",commercial,Organic
ramp vs navan,5,5,30,11,30.11,https://navan.com/resources/case-study/case-study-loom,0,0,0.00,0.52,53,"[18,18,18,18,18,18,18,81,18,18,18,18]",2024-12-15,"Image pack, Reviews, Ads top, Related searches",commercial,Organic
ramp vs navan,7,7,30,11,30.11,https://navan.com/resources/case-study/nulo-case-study,0,0,0.00,0.52,53,"[18,18,18,18,18,18,18,81,18,18,18,18]",2024-12-15,"Image pack, Reviews, Ads top, Related searches",commercial,Organic
ramp vs navan,9,9,30,11,30.11,https://navan.com/resources/compare/navan-vs-bill,0,0,0.00,0.52,53,"[18,18,18,18,18,18,18,81,18,18,18,18]",2024-12-15,"Image pack, Reviews, Ads top, Related searches",commercial,Organic
corporate travel tracker,5,8,40,29,0.00,https://navan.com/blog/traveler-experience/best-apps-for-business-travelers,0,0,0.00,0.01,29300000,"[23,33,23,14,9,9,14,19,14,19,33,9]",2025-01-07,"Sitelinks, Reviews, Video, Image, Ads top, Ads bottom, People also ask, Related searches",commercial,Organic
what is eticket,8,8,90,37,0.00,https://navan.com/resources/glossary/what-is-electronic-ticket,0,0,0.00,0,12000000,"[2,6,8,0,2,10,10,8,8,22,100,14]",2024-12-24,"Knowledge panel, Sitelinks, Reviews, Video, Image, People also ask, Related searches, AI overview",informational,Organic
capitalized business,7,7,40,18,2.24,https://navan.com/resources/glossary/what-is-capitalization,0,0,0.00,0.57,22500000,"[64,50,64,50,78,7,0,0,0,0,0,0]",2024-12-19,"Image pack, Reviews, Featured snippet, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
aecom appstore,8,8,90,33,0.00,https://navan.com/,0,0,0.00,0,57,"[50,64,64,64,50,50,78,100,100,78,64,50]",2024-12-24,"Image pack, Sitelinks, Reviews, People also ask, Related searches",transactional,Organic
what is a airport transfer,10,10,90,18,0.75,https://navan.com/resources/glossary/what-is-airport-transfer,0,0,0.00,0.01,442000000,"[35,35,100,78,78,64,78,64,64,50,50,0]",2024-12-24,"Image pack, Sitelinks, Reviews, Video, Featured snippet, Image, People also ask, Related searches",informational,Organic
navan customer service number 24/7,4,4,70,23,0.00,https://navan.com/,0,0,0.00,0.04,37,"[0,64,100,23,41,11]",2024-12-30,"Sitelinks, Related searches","informational, navigational",Organic
navan customer service number 24/7,6,6,70,23,0.00,https://navan.com/solutions/travelers,0,0,0.00,0.04,37,"[0,64,100,23,41,11]",2024-12-30,"Sitelinks, Related searches","informational, navigational",Organic
navan customer service number 24/7,7,7,70,23,0.00,https://navan.com/uk/why-navan,0,0,0.00,0.04,37,"[0,64,100,23,41,11]",2024-12-30,"Sitelinks, Related searches","informational, navigational",Organic
navan customer service number 24/7,8,8,70,23,0.00,https://navan.com/product/business-travel,0,0,0.00,0.04,37,"[0,64,100,23,41,11]",2024-12-30,"Sitelinks, Related searches","informational, navigational",Organic
navan customer service number 24/7,9,9,70,23,0.00,https://navan.com/blog/traveler-experience/how-to-manage-business-travel-after-surpassing-100-employees,0,0,0.00,0.04,37,"[0,64,100,23,41,11]",2024-12-30,"Sitelinks, Related searches","informational, navigational",Organic
primark wiki,7,7,170,42,0.00,https://navan.com/,0,0,0.00,0,77,"[65,80,53,53,53,42,42,65,65,100,80,80]",2024-12-12,"Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
leisure travel definition,7,7,170,33,0.00,https://navan.com/blog/traveler-experience/what-is-the-difference-between-leisure-and-business-travel,0,0,0.00,0,66700000,"[100,42,80,33,66,100,100,100,100,100,80,100]",2024-12-20,"Knowledge panel, Image pack, Reviews, Image, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
what's boarding pass,9,9,40,41,0.00,https://navan.com/resources/glossary/what-is-boarding-pass,0,0,0.00,0,144000000,"[100,100,100,71,100,28,28,28,0,28,28,100]",2025-01-03,"Instant answer, Knowledge panel, Sitelinks, Reviews, Video, Image, People also ask, Related searches",informational,Organic
expenses claim,6,6,40,12,6.03,https://navan.com/resources/glossary/what-is-expense-claim,0,0,0.00,0.04,254000000,"[52,23,29,0,11,17,5,17,29,29,52,29]",2024-12-12,"Image pack, Sitelinks, People also ask, Related searches",informational,Organic
corporate travel sites,10,10,90,74,83.85,https://navan.com/,0,0,0.00,0.6,629000000,"[42,26,34,19,34,26,26,26,34,26,26,34]",2024-12-15,"Sitelinks, Reviews, Image, People also ask, Related searches, Discussions and forums",informational,Organic
car benefit,9,9,40,7,4.79,https://navan.com/resources/glossary/car-allowance,0,0,0.00,0.05,875000000,"[0,19,33,33,33,19,4,9,9,14,19,9]",2025-01-01,"Image pack, Reviews, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
airline seat width chart,10,10,40,13,0.00,https://navan.com/resources/glossary/what-is-seat-width,0,0,0.00,0,5420000,"[29,17,29,11,11,82,17,23,23,11,11,11]",2024-12-14,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
what is cabin crew,7,7,90,34,0.00,https://navan.com/resources/glossary/what-is-cabin-crew,0,0,0.00,0,131000000,"[41,41,41,41,41,64,52,64,100,52,52,52]",2024-12-25,"Knowledge panel, Sitelinks, Reviews, Video, Image, People also ask, Related searches, Discussions and forums",informational,Organic
itemised receipt,10,10,50,18,2.80,https://navan.com/blog/insights-trends/what-is-an-itemized-receipt,0,0,0.00,0.06,970000,"[45,36,18,100,81,18,18,27,100,100,18,18]",2025-01-01,"Image pack, Reviews, Featured snippet, People also ask, Related searches, Things to know, Discussions and forums",informational,Organic
travel and expense policy best practices,9,9,70,19,6.05,https://navan.com/blog/insights-trends/12-best-practices-for-managing-employee-travel-expenses,0,0,0.00,0.17,33100000,"[78,78,78,35,35,28,50,28,35,28,50,78]",2024-12-31,"Reviews, People also ask, Related searches, Discussions and forums",commercial,Organic
best resorts for corporate retreats,7,7,30,13,9.54,https://navan.com/blog/traveler-experience/unique-corporate-retreat-locations-ideas-venues,0,0,0.00,0.27,11000000,"[36,27,27,27,18,18,18,18,27,27,36,36]",2024-12-17,"Reviews, Video, Ads top, Ads bottom, Hotels Pack, People also ask, Related searches, Discussions and forums",commercial,Organic
what is categorizing,9,9,70,37,0.00,https://navan.com/resources/glossary/what-is-categorization,0,0,0.00,0,34800000,"[78,14,14,78,100,64,35,35,35,35,50,64]",2024-12-19,"Instant answer, Image pack, Video, Video Carousel, People also ask, Related searches",informational,Organic
travel agent booking software,10,10,30,77,13.08,https://navan.com/,0,0,0.00,0.58,64,"[0,60,60,100,80,60,0,100,0,60,100,100]",2024-12-31,"Sitelinks, Related searches, Discussions and forums",commercial,Organic
business trip booking,4,4,140,62,61.38,https://navan.com/,0,0,0.00,0.18,237000000,"[26,19,80,65,65,34,42,80,100,53,53,53]",2024-12-29,"Sitelinks, Reviews, Image, Video Carousel, People also ask, Related searches, Discussions and forums, Ads middle",navigational,Organic
what is itemized receipt,7,7,90,16,0.00,https://navan.com/blog/insights-trends/what-is-an-itemized-receipt,0,0,0.00,0,15800000,"[26,26,26,26,34,26,34,26,26,26,34,53]",2024-12-27,"Reviews, Featured snippet, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
navan card,3,3,110,21,8.52,https://navan.com/blog/insights-trends/best-business-credit-cards-for-startups,0,0,0.00,0.07,2970000,"[80,100,66,33,33,66,42,52,19,33,33,42]",2024-12-29,"Image pack, Sitelinks, Reviews, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
navan card,5,5,110,21,8.52,https://navan.com/blog/insights-trends/what-to-use-a-corporate-card-on,0,0,0.00,0.07,2970000,"[80,100,66,33,33,66,42,52,19,33,33,42]",2024-12-29,"Image pack, Sitelinks, Reviews, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
navan card,6,6,110,21,8.52,https://navan.com/resources/glossary/what-is-virtual-card,0,0,0.00,0.07,2970000,"[80,100,66,33,33,66,42,52,19,33,33,42]",2024-12-29,"Image pack, Sitelinks, Reviews, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
navan card,10,10,110,21,8.52,https://navan.com/blog/technology-and-innovation/navan-connect-next-gen-fintech,0,0,0.00,0.07,2970000,"[80,100,66,33,33,66,42,52,19,33,33,42]",2024-12-29,"Image pack, Sitelinks, Reviews, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
what is rack rate in hotels,9,9,50,21,0.00,https://navan.com/resources/glossary/rack-rate,0,0,0.00,0,10700000,"[28,78,28,35,14,14,21,64,100,50,21,7]",2024-12-25,"Sitelinks, Reviews, Video, Featured snippet, People also ask, Related searches",informational,Organic
navan customer service telephone number,5,5,70,23,0.00,https://navan.com/,0,0,0.00,0.05,34,"[100,45,81,63,27,81,36,81,100,18,18,18]",2024-12-31,"Sitelinks, Related searches","navigational, transactional",Organic
navan customer service telephone number,6,6,70,23,0.00,https://navan.com/resources,0,0,0.00,0.05,34,"[100,45,81,63,27,81,36,81,100,18,18,18]",2024-12-31,"Sitelinks, Related searches","navigational, transactional",Organic
navan customer service telephone number,7,7,70,23,0.00,https://navan.com/solutions/travelers,0,0,0.00,0.05,34,"[100,45,81,63,27,81,36,81,100,18,18,18]",2024-12-31,"Sitelinks, Related searches","navigational, transactional",Organic
navan customer service telephone number,10,10,70,23,0.00,https://navan.com/uk/why-navan,0,0,0.00,0.05,34,"[100,45,81,63,27,81,36,81,100,18,18,18]",2024-12-31,"Sitelinks, Related searches","navigational, transactional",Organic
departure area,3,3,30,16,0.00,https://navan.com/resources/glossary/what-is-departure-gate,0,0,0.00,0,435000000,"[18,18,18,18,18,18,18,18,18,100,18,18]",2024-12-13,"Image pack, Sitelinks, Reviews, Image, People also ask, Related searches, AI overview",informational,Organic
what is a lcc,8,8,70,60,0.88,https://navan.com/resources/glossary/low-cost-carrier,0,0,0.00,0.08,17500000,"[45,63,81,63,81,81,81,81,63,63,63,45]",2024-12-25,"Knowledge panel, Reviews, Video, People also ask, Related searches",informational,Organic
hot wife business trip,8,8,70,25,0.00,https://navan.com/blog/traveler-experience/how-to-have-fun-on-a-business-trip-and-stay-efficient,0,0,0.00,0,70,"[63,45,45,63,100,36,45,45,81,63,45,81]",2024-12-17,"Image pack, Sitelinks, People also ask",informational,Organic
navan nyc office,8,8,90,23,11.60,https://navan.com/careers,0,0,0.00,0.02,23600,"[41,29,41,29,41,64,64,82,64,64,52,64]",2024-12-27,"Knowledge panel, Sitelinks, Reviews, Video, Image, People also ask, Twitter carousel, Related searches",informational,Organic
original international drivers license,9,9,40,58,0.92,https://navan.com/resources/glossary/international-drivers-license,0,0,0.00,0.04,68700000,"[35,35,50,35,35,28,35,35,14,14,14,14]",2024-12-26,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
corporate travel budget,5,5,30,34,20.16,https://navan.com/blog/business-travel-management/5-steps-to-build-a-corporate-travel-budget,0,0,0.00,0.14,302000000,"[9,9,6,15,6,6,15,12,12,12,9,6]",2024-12-28,"Image pack, Reviews, People also ask, Related searches, Discussions and forums, Ads middle, AI overview",informational,Organic
how is a non-preferred supplier described,7,7,50,15,0.00,https://navan.com/uk/resources/glossary/what-is-preferred-supplier,0,0,0.00,0,94,"[18,100,18,18,81,81,45,81,100,18,18,18]",2025-01-01,"Reviews, Featured snippet, People also ask, Related searches",informational,Organic
business meeting at hotel,7,7,30,12,0.00,https://navan.com/blog/insights-trends/hotel-for-business-meetings,0,0,0.00,0,353000000,"[28,42,42,42,28,28,28,42,57,57,100,42]",2025-01-05,"Image pack, Sitelinks, Reviews, Image, People also ask, Related searches, AI overview",informational,Organic
travel expense management companies,5,5,40,48,0.00,https://navan.com/,0,0,0.00,0.86,66000000,"[22,22,22,22,77,55,77,77,100,55,22,22]",2025-01-03,"Sitelinks, Reviews, People also ask, Related searches",commercial,Organic
whats checked baggage,9,9,90,34,0.44,https://navan.com/resources/glossary/what-is-checked-baggage,0,0,0.00,0.02,125000000,"[0,0,0,0,0,0,100,0,0,0,0,0]",2025-01-03,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
departure and return,10,10,30,19,0.00,https://navan.com/resources/glossary/what-is-return-flight,0,0,0.00,0,196000000,"[18,18,18,18,18,18,18,18,18,18,18,100]",2024-12-19,"Image pack, Sitelinks, Reviews, People also ask, Related searches",informational,Organic
expense management software top vendors,10,10,90,31,0.00,https://navan.com/blog/insights-trends/the-best-expense-management-software-of-2024,0,0,0.00,0,60100000,"[0,0,0,0,0,0,0,0,0,0,100,1]",2024-12-17,"Image pack, Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches",commercial,Organic
time of departure,8,8,40,24,0.00,https://navan.com/resources/glossary/what-is-departure-time,0,0,0.00,0.01,502000000,"[7,5,5,11,3,2,2,2,2,2,2,2]",2024-12-11,"Knowledge panel, Reviews, Video, Image, People also ask, Related searches",informational,Organic
is finance capitalized,7,7,70,13,0.00,https://navan.com/resources/glossary/what-is-capitalization,0,0,0.00,0,10700000,"[52,29,64,29,52,29,29,23,29,29,52,52]",2024-12-12,"Reviews, People also ask, Related searches, AI overview",informational,Organic
what is an electronic ticket,10,10,140,25,0.00,https://navan.com/resources/glossary/what-is-electronic-ticket,0,0,0.00,0,2120000000,"[0,34,43,0,0,0,65,65,81,81,100,34]",2024-12-19,"Knowledge panel, Sitelinks, Reviews, Image, People also ask, Related searches, Discussions and forums",informational,Organic
app.navan.com,7,7,50,36,129.78,https://navan.com/uk,0,0,0.00,0.2,1620000,"[100,50,100,78,28,14,14,14,14,14,14,14]",2024-12-12,"Sitelinks, Reviews, Ads top, People also ask, Ads middle",commercial,Organic
app.navan.com,10,10,50,36,129.78,https://navan.com/careers,0,0,0.00,0.2,1620000,"[100,50,100,78,28,14,14,14,14,14,14,14]",2024-12-12,"Sitelinks, Reviews, Ads top, People also ask, Ads middle",commercial,Organic
navan travel phone number,3,3,50,28,3.47,https://navan.com/,0,0,0.00,0.09,46,"[18,18,18,27,81,81,27,81,100,45,81,63]",2024-12-16,"Sitelinks, Reviews, Related searches",transactional,Organic
navan travel phone number,6,6,50,28,3.47,https://navan.com/resources/customer-resources,0,0,0.00,0.09,46,"[18,18,18,27,81,81,27,81,100,45,81,63]",2024-12-16,"Sitelinks, Reviews, Related searches",transactional,Organic
navan travel phone number,8,8,50,28,3.47,https://navan.com/resources,0,0,0.00,0.09,46,"[18,18,18,27,81,81,27,81,100,45,81,63]",2024-12-16,"Sitelinks, Reviews, Related searches",transactional,Organic
navan travel phone number,9,9,50,28,3.47,https://navan.com/solutions/travelers,0,0,0.00,0.09,46,"[18,18,18,27,81,81,27,81,100,45,81,63]",2024-12-16,"Sitelinks, Reviews, Related searches",transactional,Organic
jobs ie navan,6,6,40,10,0.00,https://navan.com/careers,0,0,0.00,0,524000,"[14,0,0,78,100,64,14,14,0,14,14,14]",2024-12-24,"Image pack, Sitelinks, Video, Related searches",commercial,Organic
concentrix wiki,10,10,90,58,0.00,https://navan.com/,0,0,0.00,0,16500,"[100,18,81,18,81,100,63,81,100,63,63,81]",2024-12-18,"Sitelinks, Video, People also ask, Related searches",informational,Organic
company travel website,8,8,70,81,49.50,https://navan.com/,0,0,0.00,0.14,2570000000,"[6,6,6,6,6,6,28,6,34,6,53,100]",2024-12-19,"Sitelinks, Reviews, Ads top, People also ask, Related searches, Discussions and forums",commercial,Organic
flight conection,5,5,30,62,0.03,https://navan.com/resources/glossary/what-is-connection-flight,0,0,0.00,0.01,1880000000,"[100,0,0,0,0,0,0,0,23,19,42,0]",2025-01-04,"Knowledge panel, Sitelinks, Reviews, Video, Image, Related searches",navigational,Organic
what is a hub airport,9,9,90,33,0.00,https://navan.com/resources/glossary/what-is-hub-airport,0,0,0.00,0,238000000,"[5,6,6,6,8,6,5,8,8,5,6,5]",2024-12-26,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
what is an airport transfer,9,9,70,16,0.75,https://navan.com/resources/glossary/what-is-airport-transfer,0,0,0.00,0.01,326000000,"[23,23,64,29,29,64,64,41,29,41,29,100]",2024-12-15,"Sitelinks, Reviews, Image, People also ask, Related searches, AI overview",informational,Organic
leisure trip meaning,9,9,210,23,0.00,https://navan.com/blog/traveler-experience/what-is-the-difference-between-leisure-and-business-travel,0,0,0.00,0,626000000,"[28,43,81,53,65,65,81,65,100,65,65,100]",2024-12-24,"Image pack, Sitelinks, Reviews, Image, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
red eye flgith,10,10,40,36,0.00,https://navan.com/resources/glossary/what-is-red-eye-flight,0,0,0.00,0,320000000,"[0,0,0,0,0,0,0,0,100,0,0,0]",2025-01-02,"Sitelinks, Reviews, Video, Image, People also ask, Related searches, Things to know, Discussions and forums",informational,Organic
international drivers licene,10,10,40,57,1.70,https://navan.com/resources/glossary/international-drivers-license,0,0,0.00,0.25,146000000,"[0,0,0,2,0,0,2,2,100,0,2,0]",2025-01-04,"Sitelinks, Reviews, Video, People also ask, Related searches, Things to know",informational,Organic
what's mileage reimbursement,8,8,40,39,0.00,https://navan.com/resources/glossary/what-is-mileage-reimbursement,0,0,0.00,0.12,35500000,"[18,18,27,100,81,45,45,18,18,18,18,18]",2024-12-23,"Sitelinks, Reviews, Video, Featured snippet, People also ask, Related searches",informational,Organic
what is codeshare flight,10,10,140,38,0.00,https://navan.com/resources/glossary/what-is-codeshare-flight,0,0,0.00,0,6130000,"[9,12,15,3,65,12,3,100,65,53,100,65]",2024-12-19,"Knowledge panel, Video, People also ask, Related searches",informational,Organic
what is an airline alliance,9,9,70,18,0.00,https://navan.com/resources/glossary/what-is-airline-alliances,0,0,0.00,0,95500000,"[35,50,35,50,50,50,64,50,50,50,100,64]",2024-12-14,"Knowledge panel, Sitelinks, Image, People also ask, Related searches",informational,Organic
